customer_id,geography_id,customer_name,birthdate,maritalstatus,gender,datefirstpurchase
25133,11,Kristine Gutierrez,1988-12-05,S,F,2018-05-10
25221,11,Erica Zhu,1981-04-17,S,F,2018-05-22
25228,12,Brad Ashe,1984-10-14,S,M,2018-06-25
25243,28,Tonya Rai,1978-03-08,S,F,2018-06-17
25272,16,Edwin Xu,1963-03-22,S,M,2016-08-24
25866,552,Tristan Perry,1966-11-10,M,M,2016-07-27
25888,642,Morgan Edwards,1970-04-23,M,F,2016-09-09
25920,38,Orlando Gutierrez,1966-06-17,M,M,2017-04-20
25946,19,Britta Simon,1973-03-23,M,F,2017-06-28
26011,302,Daisuke Yanagishima,1979-03-11,S,F,2017-03-08
26042,337,Devin Griffin,1977-10-06,M,M,2017-04-12
26091,369,Chloe Bennett,1981-08-21,M,F,2017-05-14
26106,338,Connor King,1980-03-12,S,M,2017-06-21
26114,299,Isaac Peterson,1973-02-17,S,M,2017-06-14
26292,609,Marty Simpson,1991-08-26,M,F,2017-08-26
26328,355,Edward Anderson,1990-04-08,S,M,2017-10-17
26339,644,Cindy James,1986-10-09,S,F,2017-10-19
26342,343,Eduardo Griffin,1989-08-16,S,M,2017-10-18
26487,536,Vincent Ma,1966-04-18,S,M,2017-10-18
26618,368,Amanda Morris,1980-02-18,M,F,2017-12-05
26622,614,Jan Howard,1987-09-05,S,F,2017-12-14
28393,216,Ramon Zheng,1986-07-07,S,M,2016-07-30
29167,611,Dawn Shen,1979-03-12,S,F,2017-01-04
99997,37,Siska Budi,1996-10-29,S,F,
99998,26,Diana Saraswati,1997-09-26,S,F,
99999,37,Aisyah Soebandono,1996-03-27,S,F,
